Name,Interaction,Quality,Attack,Defense,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Points,,Attack multiplier,5,,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,,defense,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,df,,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
,#N/A,,,,,,,,,,,,,,,0,0,0,0,0,0,,#N/A,1,1,1,1,1,1,#N/A,,0,0,0,0,0,0
